iteration,Ux,Uy,e,p,omega,k
81,0.02189697799,0.02986557713,0.1225629267,0.1930837542,9.14136115e-07,0.0004027723929
82,0.02266381054,0.02707886842,0.1256097826,0.08274590947,4.194993295e-06,0.0003849789471
83,0.0249304538,0.02853851917,0.1402162037,0.04912992607,5.73686546e-06,0.0003659251916
84,0.02588664425,0.02941505927,0.142693118,0.04746080204,3.813740619e-06,0.0003464338733
85,0.02688364197,0.03588908959,0.146650648,0.1219645479,1.450366295e-06,0.0003274098603
86,0.0230399018,0.03257747489,0.1304559797,0.07820590512,3.605649171e-06,0.0003097755181
87,0.01939195947,0.02710465303,0.1084446679,0.06095597515,4.918146516e-06,0.0002926481202
88,0.01924172941,0.02818267766,0.1051504305,0.05480235593,5.607522121e-06,0.0002757159222
89,0.02170305214,0.02993161074,0.1127463792,0.04640791281,5.664261908e-06,0.0002588907019
90,0.02336497545,0.03007347012,0.1133688759,0.05014263292,3.729207593e-06,0.0002421973121
91,0.02157179359,0.02837212212,0.10372163,0.1490272792,8.398187161e-07,0.0002254895117
92,0.02213399531,0.02565114939,0.1048568733,0.0859616602,4.235647682e-06,0.0002087791403
93,0.02441044698,0.02713000625,0.1183932501,0.04823757574,6.042601122e-06,0.0001924701883
94,0.02525012506,0.02788091619,0.1228589465,0.04495915063,4.42345979e-06,0.00017722242
95,0.02626949587,0.03378400779,0.1259226915,0.09460710005,1.386192991e-06,0.0001634741896
96,0.02308008622,0.0319644795,0.116628757,0.08391322221,3.42027128e-06,0.0001517150028
97,0.0192000142,0.02575755033,0.09506330979,0.06054948049,4.852443648e-06,0.000141280126
98,0.01893893002,0.02623319412,0.09019966032,0.05457985469,5.6148789e-06,0.0001318124124
99,0.02114516274,0.02773265132,0.0967845649,0.04624245384,5.802503295e-06,0.000123091579
100,0.02309788778,0.02818102449,0.09861519923,0.04777773161,3.964320928e-06,0.0001150983086
101,0.02133477717,0.02701927587,0.09062004623,0.1251039704,8.000529409e-07,0.0001076270269
102,0.02163637662,0.02443430619,0.09139699759,0.09038653438,4.271483318e-06,0.0001005186695
103,0.02403473981,0.02592445179,0.1036446785,0.04769120142,6.31098224e-06,9.376858922e-05
104,0.02486976918,0.0266630161,0.1100105555,0.04329187002,4.998735336e-06,8.747452687e-05
105,0.02585673737,0.03171855595,0.1109580906,0.07844824611,1.413165369e-06,8.179092485e-05
106,0.02330834103,0.031203771,0.1062085208,0.09343734491,3.229342943e-06,7.704008026e-05
107,0.01910206463,0.02456273329,0.0851125806,0.06075403234,4.781283947e-06,7.282229346e-05
108,0.01871815469,0.02449365608,0.07963170749,0.0549287809,5.61762377e-06,6.901788294e-05
109,0.02065514619,0.02577196076,0.08567104333,0.04673903379,5.915097588e-06,6.549580829e-05
110,0.02283418595,0.02642636215,0.08857227652,0.04635527357,4.173075117e-06,6.229154676e-05
111,0.02113339521,0.02569166558,0.08216411,0.1102228375,7.948285476e-07,5.926684333e-05
112,0.02119983061,0.02324235816,0.0821864264,0.09503780378,4.296305742e-06,5.630912232e-05
113,0.02369314291,0.02472780484,0.09292863924,0.04763351363,6.541411001e-06,5.342567641e-05
114,0.02456719832,0.02558700103,0.1000430184,0.04242544783,5.546636463e-06,5.065728297e-05
115,0.02556280315,0.02968090306,0.1012462091,0.06781229374,1.534285895e-06,4.804507404e-05
116,0.0236810594,0.03038601114,0.0994345547,0.1085018321,3.021720729e-06,4.590093604e-05
117,0.01910120281,0.0235985874,0.07889515649,0.06150230679,4.694947245e-06,4.393872761e-05
118,0.01853754403,0.0230259258,0.07245091493,0.0555435011,5.607664951e-06,4.215143981e-05
119,0.02017574764,0.02408673198,0.0777985968,0.04768839615,5.992598927e-06,4.047248917e-05
120,0.02254518806,0.0248005055,0.08158758527,0.04554839856,4.352642056e-06,3.891948141e-05
121,0.02098037323,0.02445972777,0.07643987568,0.1000740356,8.338417004e-07,3.74483863e-05
122,0.02081105827,0.0221637267,0.07598675634,0.1012408272,4.296833249e-06,3.597871872e-05
123,0.0233014439,0.02357074152,0.08529036883,0.04780184763,6.720708116e-06,3.449201797e-05
124,0.02418714153,0.02463518212,0.09215080487,0.04206512522,6.046487634e-06,3.307632761e-05
125,0.02531529114,0.02785153881,0.09495214206,0.06037940973,1.709066062e-06,3.167907049e-05
126,0.02407849204,0.02958375021,0.09500871099,0.134822505,2.776529968e-06,3.049597129e-05
127,0.01915533715,0.02283177501,0.07468273026,0.06242489998,4.581890606e-06,2.949385499e-05
128,0.0183151135,0.02177735967,0.06746109722,0.05638244875,5.579196479e-06,2.856098798e-05
129,0.01965629861,0.02260303537,0.07186847064,0.04882440439,6.042874225e-06,2.76703472e-05
130,0.02218422539,0.02335035419,0.07647083722,0.04538566413,4.539305023e-06,2.685252347e-05
131,0.02083576526,0.02332207368,0.07258611929,0.09174086771,9.564218863e-07,2.610270531e-05
132,0.02042772306,0.02121265504,0.0719723386,0.1099822839,4.211848506e-06,2.534566426e-05
133,0.02288409695,0.02239937773,0.08022063278,0.04824252911,6.801485373e-06,2.456694452e-05
134,0.02377261678,0.02371633065,0.08698561212,0.04209571706,6.482758889e-06,2.376918761e-05
135,0.02508149372,0.02619602257,0.09097424016,0.05478868991,2.056803492e-06,2.292745848e-05
136,0.02442597256,0.02881583237,0.09213062468,0.1890846923,2.477871491e-06,2.218943052e-05
137,0.0191935574,0.0221924684,0.07147614317,0.0630575451,4.438395224e-06,2.157590248e-05
138,0.0180610988,0.02071549337,0.06373166094,0.05701551017,5.534327856e-06,2.100917855e-05
139,0.01913392739,0.02129841128,0.06741661823,0.04997485805,6.076768579e-06,2.048851012e-05
140,0.02178037353,0.02208091872,0.07278883625,0.04540900423,4.740825103e-06,1.999948167e-05
141,0.02071646084,0.02229668198,0.06998666779,0.08484978475,1.148653146e-06,1.957165902e-05
142,0.02008268154,0.02041890167,0.06931553874,0.1233923458,4.051589662e-06,1.914305948e-05
143,0.02247677253,0.02128543929,0.0773672007,0.04949835565,6.819772395e-06,1.868308253e-05
144,0.02335145836,0.02287209734,0.0835577407,0.04265820743,6.890376391e-06,1.821412942e-05
145,0.0248117759,0.02466258512,0.08791817058,0.0511851888,2.826799196e-06,1.770756837e-05
146,0.02469845785,0.02791750036,0.08955003191,0.3029198299,2.174775469e-06,1.725387662e-05
147,0.0191817978,0.02167983297,0.07027796255,0.06467907327,4.277069954e-06,1.69039639e-05
148,0.01781800131,0.01979342275,0.06132641429,0.05846244079,5.474616669e-06,1.657734829e-05
149,0.01861411649,0.0201525939,0.06435099944,0.05198628977,6.085907011e-06,1.625893553e-05
150,0.02134211852,0.02096843287,0.07082709047,0.04605034407,4.933978314e-06,1.594070447e-05
151,0.02060282711,0.02138096597,0.06862919633,0.07977534796,1.408851911e-06,1.56611555e-05
152,0.0197498234,0.01975433734,0.06763939698,0.1440837181,3.816020616e-06,1.539354472e-05
153,0.02203410102,0.02021394287,0.0763032766,0.0516805026,6.784716664e-06,1.510658834e-05
154,0.02295605829,0.02203932403,0.0812043222,0.04361392036,7.260003921e-06,1.482901978e-05
155,0.02442647371,0.02322211953,0.08549360982,0.04907133823,3.644877555e-06,1.454979892e-05
156,0.02480176815,0.02685965694,0.08849932863,0.2491440168,1.830159561e-06,1.427369707e-05
157,0.01929752763,0.02125658044,0.07066399357,0.07065611863,4.090312958e-06,1.405481265e-05
158,0.01761946686,0.01895985423,0.06030737914,0.06116765104,5.398254924e-06,1.384141863e-05
159,0.01817415981,0.01912502603,0.06256183066,0.05471957487,6.077504214e-06,1.361424205e-05
160,0.02090715235,0.01997879276,0.07013602586,0.04711141834,5.130818054e-06,1.34018417e-05
161,0.02042843614,0.02057092174,0.06819134235,0.07468146486,1.737523304e-06,1.323733126e-05
162,0.01943901786,0.01920373224,0.0663220176,0.1755356413,3.509343757e-06,1.308049314e-05
163,0.02156170099,0.01922999816,0.07483679286,0.05472895862,6.690629238e-06,1.293405602e-05
164,0.02259715439,0.02119799847,0.07981955675,0.04480665053,7.565658385e-06,1.279301222e-05
165,0.02399315247,0.02193532319,0.08331045108,0.04728180101,4.43649765e-06,1.263755565e-05
166,0.02439894034,0.02553087029,0.08692068538,0.1545104442,1.51099354e-06,1.246265789e-05
167,0.0195786079,0.02099763585,0.07208860484,0.07680876231,3.884477513e-06,1.234853221e-05
168,0.01743936013,0.01823308618,0.05963584456,0.06342941648,5.308573513e-06,1.221900331e-05
169,0.01776251022,0.01825563341,0.06061563212,0.05702441172,6.055958633e-06,1.205050801e-05
170,0.02044634883,0.01906368122,0.06899670434,0.04829561329,5.336107587e-06,1.187562414e-05
171,0.02025030951,0.01979671749,0.0678777513,0.06901975842,2.135714553e-06,1.174999174e-05
172,0.01908713299,0.0186780755,0.06517960173,0.2273528178,3.116870291e-06,1.167786259e-05
173,0.02103663715,0.01826911294,0.07311624625,0.05843888225,6.530575349e-06,1.162699333e-05
174,0.02223597816,0.02032666807,0.0785615563,0.04583218967,7.788963818e-06,1.162336815e-05
175,0.02353074633,0.02079368816,0.08050319702,0.04588607082,5.174204709e-06,1.155586773e-05
176,0.02384310936,0.02401214312,0.08448539493,0.1133173622,1.318874794e-06,1.143916754e-05
177,0.01994804526,0.02087229287,0.0727334522,0.08411674371,3.667669546e-06,1.135265267e-05
178,0.01730553482,0.01754871856,0.05926424241,0.06441500726,5.212492246e-06,1.121773346e-05
179,0.01741494583,0.01751920296,0.058426852,0.05821458754,6.036623095e-06,1.112120173e-05
180,0.01996766006,0.01821180468,0.06685541967,0.04911957998,5.553902783e-06,1.103127963e-05
181,0.02013534031,0.01905796078,0.06710095073,0.06442043512,2.571592157e-06,1.099737502e-05
182,0.01883646447,0.01822962854,0.06391785204,0.3018069287,2.71529653e-06,1.099647131e-05
183,0.02056407117,0.01741724911,0.07076980683,0.06232395276,6.345615892e-06,1.093685922e-05
184,0.02194505566,0.01948718208,0.07710134266,0.04641579076,7.941583085e-06,1.088790549e-05
185,0.02312782135,0.01990728391,0.07796093719,0.04449409513,5.837450687e-06,1.085731357e-05
186,0.02343683532,0.02259716447,0.08177271877,0.09021490843,1.293254189e-06,1.081147942e-05
187,0.02038596746,0.02073151438,0.07245343358,0.094415879,3.422181424e-06,1.079132193e-05
188,0.01722302335,0.01702226228,0.05922906169,0.06518718456,5.083779653e-06,1.072110717e-05
189,0.01715454547,0.01687781088,0.05657114377,0.05914104932,5.982155157e-06,1.063130911e-05
190,0.01948552181,0.01743446939,0.06408391337,0.04983212172,5.739505266e-06,1.054578856e-05
191,0.02010582168,0.01838706727,0.06570365707,0.06030118875,2.978665846e-06,1.048650268e-05
192,0.01869652163,0.01786077841,0.0623291924,0.278423593,2.28446078e-06,1.044175437e-05
193,0.02016994895,0.01673189075,0.06797481323,0.06695767423,6.149948423e-06,1.042042573e-05
194,0.02173553225,0.01870090838,0.07478945399,0.04708851914,8.016733755e-06,1.045693348e-05
195,0.02279824458,0.01922378052,0.07538015867,0.04364874506,6.394597295e-06,1.049582695e-05
196,0.02319530207,0.02135591466,0.07848956459,0.07606489428,1.514536605e-06,1.048617225e-05
197,0.02085603365,0.02059019383,0.07129921082,0.1110241843,3.140752055e-06,1.045255496e-05
198,0.01724726804,0.01661751924,0.05925346226,0.06626719547,4.934918996e-06,1.034423154e-05
199,0.01693007199,0.01631449867,0.05533606981,0.06005283473,5.924629191e-06,1.021734228e-05
200,0.01900922172,0.01673085681,0.06157105432,0.05054468407,5.928266739e-06,1.010921505e-05
201,0.02009374041,0.01776714159,0.06448204713,0.05667571626,3.40201416e-06,1.009197901e-05
202,0.01862769489,0.01752299824,0.06090991938,0.2069375244,1.831338506e-06,1.009962435e-05
203,0.01979158175,0.01616913219,0.06517326165,0.07230873818,5.927522438e-06,1.011983961e-05
204,0.02153726489,0.01794292818,0.07202533873,0.04755595443,8.031707731e-06,1.01135037e-05
205,0.02247900958,0.01867126481,0.07326125276,0.04311112322,6.856319278e-06,1.0130482e-05
206,0.02302220683,0.02025474778,0.0751028909,0.06643806557,1.869973242e-06,1.007260953e-05
207,0.0213377352,0.02037677618,0.07143850184,0.140387146,2.817443445e-06,9.990901823e-06
208,0.01738263818,0.01629995814,0.05961370348,0.06682229395,4.758303393e-06,1.000181602e-05
209,0.01673462488,0.01583319074,0.05469770821,0.06038988911,5.853684357e-06,9.952027503e-06
210,0.0185354124,0.01608752988,0.05974099837,0.05110560217,6.083999026e-06,9.884071158e-06
211,0.02006733072,0.01716791516,0.06360147121,0.05364903733,3.796923678e-06,9.856070316e-06
212,0.01863668688,0.01721123216,0.06018301764,0.1601753537,1.391236206e-06,9.798750754e-06
213,0.01946805205,0.01574272711,0.06281216971,0.0780815018,5.701790558e-06,9.716655743e-06
214,0.02135832444,0.01721573317,0.06948069098,0.04798395778,7.979007662e-06,9.647835042e-06
215,0.0221852789,0.01819687994,0.07200183238,0.04245932951,7.225020293e-06,9.666134354e-06
216,0.02291829514,0.0192976447,0.07202119238,0.05912251005,2.457605907e-06,9.66869961e-06
217,0.02186407566,0.02014715235,0.07189643414,0.1959285344,2.496987668e-06,9.664402343e-06
218,0.01752603988,0.01605636577,0.05949928759,0.06685533072,4.578736805e-06,9.712050443e-06
219,0.0165785144,0.01540893966,0.05415600995,0.05976501483,5.765809703e-06,9.653388471e-06
220,0.01808631849,0.01550711829,0.05823958014,0.0511509213,6.183941419e-06,9.574261649e-06
221,0.02001518463,0.01657350669,0.06290529909,0.05098673293,4.12889534e-06,9.511908151e-06
222,0.01870602953,0.01687648278,0.05995633284,0.1305324357,1.058007378e-06,9.45973383e-06
223,0.01917620725,0.01540865582,0.0607672182,0.0844628927,5.497697003e-06,9.403207859e-06
224,0.02123573805,0.01652030252,0.06747890446,0.04812632894,7.898114172e-06,9.390426701e-06
225,0.02196109555,0.01776967807,0.07031381517,0.04242547401,7.498777567e-06,9.376828133e-06
226,0.02287137594,0.01848197385,0.06968956632,0.05373318216,3.143126749e-06,9.321314424e-06
227,0.02235974179,0.01988420353,0.07216188176,0.3090563708,2.211337475e-06,9.274599168e-06
228,0.01766856443,0.01589954024,0.05879782921,0.06657297947,4.416103362e-06,9.315532897e-06
229,0.01648983696,0.01501605077,0.05362149008,0.05961288427,5.694068782e-06,9.319283207e-06
230,0.01770226849,0.0150242525,0.05696549532,0.05202900109,6.246854737e-06,9.269181022e-06
231,0.01993523006,0.01599275696,0.06230633805,0.04910570845,4.395215151e-06,9.191862685e-06
232,0.01882834106,0.01649433745,0.05984208838,0.1116791094,8.640505623e-07,9.098330108e-06
233,0.0189235759,0.01510172712,0.0591359524,0.09316642293,5.275313604e-06,9.055228087e-06
234,0.0211194563,0.015835246,0.06554376758,0.04837300708,7.799132605e-06,9.098965213e-06
235,0.02176687459,0.01730380869,0.06837191445,0.04287780514,7.739591602e-06,9.113043218e-06
236,0.02282802035,0.01774678299,0.06786666342,0.05007616152,3.780873511e-06,9.063646823e-06
237,0.02266449465,0.0195917752,0.07150873796,0.2759821857,1.920740112e-06,8.994418269e-06
238,0.01796955815,0.015795683,0.05752707034,0.07009515703,4.260048381e-06,9.014027568e-06
239,0.01645930428,0.01466123057,0.05285300165,0.06051222005,5.62403409e-06,9.013500271e-06
240,0.017394416,0.01461876969,0.05565553459,0.05346354188,6.278160264e-06,9.00398598e-06
241,0.01981969911,0.01546398722,0.06177313764,0.04805926707,4.66707602e-06,8.950325718e-06
242,0.01894619405,0.01610371539,0.05966103,0.09660679511,8.276051769e-07,8.869799228e-06
243,0.0186792052,0.01481975918,0.05780284355,0.1060057207,4.970599781e-06,8.799282233e-06
244,0.02097252224,0.01518578219,0.06301422024,0.04908332577,7.642763641e-06,8.819939959e-06
245,0.02159049759,0.0168203045,0.06587656867,0.04368974751,7.951403274e-06,8.839722653e-06
246,0.02277467114,0.01709643224,0.06596875013,0.04667626176,4.439827901e-06,8.812816499e-06
247,0.02256206136,0.01897114057,0.06880195348,0.1698432648,1.60714114e-06,8.755765871e-06
248,0.01840615616,0.01580447143,0.05657052191,0.07370647744,4.080255983e-06,8.765876364e-06
249,0.01646024528,0.0143685459,0.05191511514,0.0603645686,5.571539255e-06,8.776947595e-06
250,0.01713867503,0.01434402732,0.05402599335,0.05415021274,6.342219175e-06,8.764550891e-06
251,0.01969122012,0.01495348539,0.06020023521,0.04743624458,5.01320022e-06,8.73246025e-06
252,0.01905277949,0.01572318842,0.05903071985,0.08441824882,1.11739469e-06,8.701054176e-06
253,0.01848719486,0.01462186969,0.05626225684,0.1234186872,4.541196239e-06,8.668829214e-06
254,0.02081248062,0.01464749694,0.06031299101,0.05010321976,7.420021946e-06,8.651823551e-06
255,0.02143601896,0.01632796493,0.06307519891,0.0442390741,8.095855521e-06,8.688845831e-06
256,0.02270202242,0.01652494463,0.06416053798,0.04449708751,5.075926781e-06,8.668900126e-06
257,0.02237196781,0.0182329039,0.0656062828,0.122340049,1.484342617e-06,8.617950001e-06
258,0.01892867747,0.01590584568,0.05635109843,0.07960938056,3.852566052e-06,8.633454921e-06
259,0.01651636968,0.01412222417,0.05105795714,0.06038110487,5.420994964e-06,8.679541035e-06
260,0.01697303361,0.01412681151,0.05255964304,0.05455848145,6.246279925e-06,8.648563525e-06
261,0.01959201713,0.01452454322,0.05874990341,0.0472036573,5.167812775e-06,8.616962721e-06
262,0.01924434232,0.01538037713,0.05844998169,0.0759315193,1.492561392e-06,8.592170334e-06
263,0.018442026,0.01452443903,0.05511182547,0.14545299,4.189409899e-06,8.587839441e-06
264,0.02071359617,0.01425896889,0.05823791392,0.05125626479,7.210855522e-06,8.567956146e-06
265,0.02129898495,0.01589324083,0.06018379164,0.04503898961,8.211697788e-06,8.61581102e-06
266,0.02270348597,0.01616108368,0.06296215969,0.04288359596,5.688291933e-06,8.65054911e-06
267,0.02233265651,0.01762746915,0.06312855322,0.09584508811,1.466600048e-06,8.636479251e-06
268,0.01956637101,0.01608712418,0.05665580134,0.08861840484,3.614491917e-06,8.663150469e-06
269,0.01666840291,0.01400372127,0.05011358486,0.06026065596,5.308408066e-06,8.750369916e-06
270,0.01689638778,0.01398040184,0.05120699115,0.05474978338,6.206516939e-06,8.679362203e-06
271,0.01947023561,0.01417479839,0.05741403879,0.04701522111,5.374482257e-06,8.606240518e-06
272,0.01954096947,0.01514864539,0.05811313168,0.06973213226,1.878338675e-06,8.576210123e-06
273,0.01855019691,0.01454192411,0.05431198149,0.1754567953,3.798312792e-06,8.552521988e-06
274,0.02069584923,0.01402112831,0.05667327102,0.05279806089,6.975935934e-06,8.526796218e-06
275,0.02119411637,0.0155498008,0.05781097319,0.04547876833,8.245898132e-06,8.597603555e-06
276,0.02271157924,0.01600365482,0.06137112237,0.0415791339,6.217957377e-06,8.646919757e-06
277,0.02243340621,0.01718363409,0.06130321411,0.0787585398,1.59780374e-06,8.648590105e-06
278,0.02027456751,0.01634114674,0.05693750868,0.1036688573,3.337231794e-06,8.715731195e-06
279,0.01691253003,0.01399552013,0.04901064597,0.05997910405,5.164285438e-06,8.881099909e-06
280,0.01686191941,0.0139175781,0.05001918952,0.05481756751,6.146943706e-06,8.832970139e-06
281,0.0193349435,0.0139289299,0.05617461232,0.04690664674,5.509343354e-06,8.775576611e-06
282,0.01990536964,0.01499646667,0.05752082593,0.06489004537,2.185370564e-06,8.691373108e-06
283,0.0187902269,0.01464212487,0.05378616985,0.2186049195,3.454122323e-06,8.622977418e-06
284,0.02075498778,0.01392480798,0.05531781997,0.05447179913,6.728901436e-06,8.58615794e-06
285,0.02108201302,0.0153194787,0.05574486066,0.04609127851,8.236507201e-06,8.605137602e-06
286,0.02259869136,0.01597874831,0.05881271923,0.0410898965,6.647659553e-06,8.655023261e-06
287,0.02260480035,0.01686455005,0.05933419606,0.06764524439,1.884939399e-06,8.681390282e-06
288,0.02096980502,0.01666865697,0.05724281734,0.132906595,2.997695095e-06,8.73256748e-06
289,0.01715921605,0.01404326519,0.0478450378,0.05958414976,4.956212305e-06,8.876976466e-06
290,0.01684663101,0.01390780493,0.04856132827,0.05407737472,6.06246853e-06,8.911451376e-06
291,0.019169167,0.01379952436,0.0547213019,0.04641900777,5.610161542e-06,8.885587156e-06
292,0.02027687747,0.01491578748,0.05674842709,0.06123030715,2.433078009e-06,8.834711469e-06
293,0.01912973837,0.01479246147,0.05314012011,0.2815736366,3.166362483e-06,8.753540342e-06
294,0.02085122206,0.01396037261,0.05394723998,0.05537345165,6.519566146e-06,8.696468648e-06
