iteration,$U_x$,$U_y$,$U_z$,$p$,$k$,$\omega$
88,0.00105532745303,0.00891054630572,0.00781181981284,0.0224112282253,0.00237769934095,0.000194576164359
89,0.00105466256634,0.00882594602947,0.00779333498482,0.0227083286145,0.00238792890066,0.000193715665149
90,0.001053060584,0.00871851102746,0.00776994732588,0.022981772029,0.00239445105622,0.000192382559599
91,0.00105139905861,0.00859681644151,0.00774679019832,0.0231667944957,0.00239378726375,0.000190732213628
92,0.00104761675529,0.00846875035716,0.00772092433043,0.0233030033024,0.00238820866931,0.000189032596195
93,0.00104283823873,0.00834602810991,0.00768449863968,0.0233153210013,0.00238013041493,0.000187527329684
94,0.0010376618955,0.00823222026224,0.0076450997692,0.0232716221474,0.00237158417813,0.000185972912534
95,0.00103268552328,0.00811620682407,0.0076018724398,0.0232832488988,0.00236309097222,0.000184364147778
96,0.00102855246822,0.00801081516914,0.00756095182268,0.0234146838077,0.00235413506499,0.000183323807288
97,0.00102435102827,0.00791747267801,0.0075182317344,0.0235484371219,0.00234307272083,0.00018237431514
98,0.00101916386434,0.00784384574641,0.00747716262796,0.0236931114995,0.00233004712793,0.000181531855956
99,0.00101385487222,0.0077895322012,0.0074350584176,0.0237550011075,0.00231282825243,0.000180539805373
100,0.00100951838334,0.00774458949775,0.0073825152335,0.023729389427,0.00229588672519,0.000179292592668
101,0.00100545140175,0.00771034960415,0.00733002947549,0.0236590813435,0.00227468949425,0.000178127194978
102,0.00100135577649,0.00767855113761,0.0072720920592,0.0236025321442,0.00225223360211,0.000176938114075
103,0.000997822726543,0.00765457195122,0.00720842202073,0.0235903002586,0.00222733057093,0.000175659730522
104,0.000994659813288,0.00764313886987,0.00714325997148,0.0235446098504,0.00220491488025,0.000174486781057
105,0.000992447564577,0.00763602883864,0.00707577289753,0.0235609837539,0.00218127846048,0.000172861307751
106,0.000990617455473,0.00762949886485,0.00700452968263,0.0235662342927,0.00216036490731,0.000171432360445
107,0.000989089852121,0.00762442714029,0.00693298934476,0.0235285860567,0.00214525780882,0.000170792408129
108,0.000988929680344,0.00761909194027,0.00686120974302,0.0234461621048,0.00213660900417,0.000170065091563
109,0.000989375047784,0.00761019360114,0.00679420203111,0.0232936596818,0.00213127772848,0.000169079823363
110,0.000989660503892,0.00760145629325,0.00673703765377,0.0232162383586,0.00212384195486,0.000168019705997
111,0.000989356997555,0.00758874584268,0.00668863653193,0.0231439284998,0.00211552745563,0.000166500272793
112,0.00098883237282,0.00756854091865,0.00664830297301,0.023015867645,0.00210954008606,0.000164693588689
113,0.000987103572545,0.00754634188257,0.00661768338579,0.0229261780454,0.00210387169159,0.000163294246133
114,0.000985321290516,0.00751510496401,0.00659241995749,0.0229106762211,0.00209513259749,0.000161829927406
115,0.000982934924895,0.00747832586862,0.00656617514488,0.0229559943993,0.00208400859246,0.000160473237651
116,0.000979198059566,0.00743180254566,0.00653775057105,0.0229502087396,0.0020723300441,0.000159185785936
117,0.00097429281029,0.00737544625729,0.00650013830961,0.0228501600083,0.00205598643564,0.000157831656432
118,0.000968842566494,0.00731637278643,0.00646020372538,0.022680162715,0.00203685163883,0.000156257161143
119,0.0009634247891,0.00725357397409,0.00642119463054,0.0225037014956,0.00201399604929,0.000154878939325
120,0.00095690224412,0.00719559268669,0.00638249198154,0.0223339916273,0.00198887179459,0.000153647099252
121,0.000950389646903,0.00714908461537,0.00635122675207,0.0221629357144,0.00196207142617,0.000152281580188
122,0.000944747696332,0.00712045560173,0.00632278517621,0.021941873996,0.00193656026827,0.000150867447934
123,0.000940048571248,0.00710295025938,0.00630172811109,0.0216326721381,0.00191210033847,0.00014973107805
124,0.000936257762913,0.00709356988278,0.0062861211784,0.021342467062,0.00188926369329,0.000148504960432
125,0.000933881273163,0.00708947523775,0.00627176077775,0.0211184729514,0.00186897607172,0.00014762257262
126,0.000932547069447,0.00709167586436,0.00626070391039,0.0209677273181,0.00185230192711,0.000146683314036
127,0.000932061909469,0.00709217649609,0.0062525542548,0.0208455964223,0.00183661303981,0.000146114906867
128,0.000930354283899,0.00709379331898,0.0062444214423,0.0207925207579,0.0018200504922,0.000145622361944
129,0.000927117092995,0.00709131343782,0.00623125616152,0.0207740960264,0.00180719734728,0.00014520039577
130,0.000922073274815,0.00709000628233,0.00621555629833,0.0207346285867,0.0017967010721,0.000144834057381
131,0.00091586231274,0.00709176862092,0.00619981560437,0.0206555910208,0.00178661486754,0.000144240215755
132,0.000909490333245,0.00709177786626,0.0061809550853,0.0205602022998,0.00177628159214,0.000143486253716
133,0.000903043584192,0.00709403422857,0.00616697545244,0.0204315012132,0.00176684623346,0.000142693883907
134,0.000895671056655,0.00710007897736,0.00615105590802,0.0202946538857,0.00175540355854,0.000141840926985
135,0.000888082949097,0.00710313994387,0.00612005196614,0.0201813812115,0.00174372064749,0.000140869689241
136,0.000880357605032,0.0070986963273,0.00607553045445,0.0200763502761,0.00173083708675,0.00013943313879
137,0.000872634160482,0.00708632575967,0.00602307351064,0.019988538288,0.00171984223551,0.0001381822242
138,0.000864399001472,0.00705169445206,0.00596557691026,0.0198764078399,0.00170741783142,0.000137164921803
139,0.000855108183163,0.00699884286482,0.00591077951613,0.0197020040328,0.0016946641895,0.000135964769498
140,0.000845865623735,0.00692797137923,0.00585137742256,0.019499886271,0.00168380468475,0.000134997457205
141,0.000836668193572,0.00685066612801,0.00579028308812,0.0192801574001,0.00167267830021,0.000133844808246
142,0.000829051780458,0.00676898483987,0.00572825163946,0.0190446065421,0.0016614286036,0.000132768078821
143,0.000821404947226,0.00668487391587,0.00567768622162,0.018871128228,0.00164947416876,0.000131627242402
144,0.000814383231765,0.00659330828471,0.00562974317184,0.0187905759204,0.00164002772907,0.000130620579149
145,0.000809322553644,0.00649355757629,0.00557616396086,0.0187492143241,0.00163074239534,0.000129996491294
146,0.000805687578506,0.00638766968569,0.00552451675118,0.0186956780036,0.0016213914807,0.000129920713077
147,0.000802994074235,0.00628706227083,0.00547105922821,0.01862762477,0.00161149678411,0.000129943680072
148,0.000800436817489,0.00618835866106,0.00541613606056,0.018543841087,0.00160634310859,0.000130271279953
149,0.000798123103792,0.00608684606042,0.00536715315308,0.0184985231917,0.00160150442949,0.000130271764483
150,0.00079558121569,0.0059985155229,0.00532231942653,0.018495206539,0.00159660160786,0.000130550521339
151,0.000793330015181,0.00591202708279,0.0052835185339,0.0184473530029,0.00159222873499,0.000130904816827
152,0.000791101476724,0.00583071898445,0.0052555509587,0.018378043771,0.0015871988331,0.000131746538414
153,0.000788955302162,0.00575220115257,0.0052400829359,0.0182643871306,0.00158538952749,0.000133099576648
154,0.000787494814691,0.00567429283192,0.00523218767584,0.0181206548731,0.0015831710229,0.000133976360729
155,0.000786383334962,0.00559877547255,0.0052300580119,0.0179699428409,0.0015818103521,0.000134628476185
156,0.000785269800565,0.00552367310281,0.00522943175287,0.0178052697361,0.0015791792114,0.00013555293582
157,0.000783848786511,0.00545961354081,0.00522641391176,0.017655579704,0.00157710931148,0.000135921643638
158,0.000781676540905,0.00540873400073,0.00522111790648,0.0175488000912,0.00157482980403,0.00013634955503
159,0.000779614385452,0.00537691801751,0.00521763044173,0.0175091835265,0.00157448948633,0.000137229873533
160,0.000777493443216,0.00536561711964,0.00521303036687,0.0174356545938,0.00157585357137,0.000137341306715
161,0.000775069312551,0.00536940488157,0.00520675360072,0.0173461397875,0.00157714281385,0.000136995929277
162,0.000772026336236,0.00538142146015,0.00519486738348,0.0172707263148,0.00157894070293,0.000136972245922
163,0.0007686034373,0.00539468886866,0.00518323381228,0.0171749273859,0.0015829523321,0.000137294942816
164,0.000765543193444,0.0054061478175,0.00516747310254,0.0170434880797,0.00158828930832,0.000137716248009
165,0.00076222918426,0.00541411330011,0.00514334174798,0.0169304397362,0.00159225858401,0.000138433487091
166,0.000759456671108,0.00541362549957,0.00510749353331,0.0168091095781,0.00159397302284,0.000138638449911
167,0.000756826249562,0.00541425105684,0.00507078700244,0.0167020131774,0.00159321887022,0.000138451169047
168,0.000754595424813,0.00541804442784,0.00503542799123,0.0166049661327,0.00159236104015,0.000138401151432
169,0.000752494806601,0.00542563289433,0.00500124190321,0.0165121063126,0.00158970503723,0.000137464771933
170,0.000750894308867,0.00542882295136,0.00496701415469,0.0164315490979,0.0015883533036,0.000136961953754
171,0.000750089098299,0.00542972697054,0.00492738287056,0.0164086238072,0.00158736891008,0.000136520150063
172,0.00074973599318,0.00542704238666,0.00488802603212,0.0163680695536,0.00158659419636,0.000135950535424
173,0.000749014694777,0.00541610467516,0.00484910552803,0.0163009861443,0.00158576188476,0.000135739221584
174,0.000747856525317,0.00539998260539,0.00480842218966,0.016224380677,0.00158512832245,0.000135762458886
175,0.000746013758351,0.00538160694265,0.00476351771628,0.0161382439929,0.00158636163608,0.000136100896766
176,0.00074368413216,0.00536392809927,0.00471447125225,0.0160636307442,0.00159014616805,0.000136619773243
177,0.000740835003224,0.00534950253719,0.00466015267693,0.0160009697833,0.00159315015683,0.000136684411426
178,0.000737543028339,0.00533630652176,0.00460245737499,0.0159319599284,0.00159892561916,0.000136887679131
179,0.000733964545941,0.00532587582007,0.00454415529987,0.0158634094472,0.00160648439826,0.000136630852314
180,0.000730371046651,0.00531959637865,0.00448786586359,0.0158176891044,0.00161441835545,0.000136661057827
181,0.000727076455081,0.00531571915949,0.00443463695666,0.0158102152121,0.00162152559289,0.000136700567071
182,0.000724808464757,0.00531734919803,0.00439106041578,0.0158253692442,0.00163060945173,0.000136888094321
183,0.000722887799129,0.00532430211755,0.00435837806154,0.0158662754883,0.00164538320918,0.000137112873092
184,0.000721555038078,0.00534130938417,0.00434270480669,0.0159172602106,0.00166114943254,0.000137635127625
185,0.000720929610919,0.00535797232793,0.00434113946204,0.0159564436553,0.00167877205308,0.00013788575127
186,0.000720968008221,0.00537312136465,0.004355638689,0.0160011451718,0.00169344137273,0.000138313560179
187,0.000721724658655,0.00538775258123,0.00438295034439,0.0161227659832,0.00170877732957,0.000139209684169
188,0.000723772982398,0.00540959467369,0.00442354870795,0.016282517589,0.00172394945176,0.000139959437741
189,0.000726047754584,0.00543165913925,0.00447381283057,0.0164443934508,0.00173708586032,0.000140523229915
190,0.000728469915123,0.00545623451445,0.00452822266104,0.0166389475903,0.00174919404555,0.000141117771895
191,0.00073047098287,0.00547282718697,0.00457863702956,0.0167718763283,0.00175825968831,0.000141194264257
192,0.00073216274522,0.00548463568013,0.00461824753135,0.0169018505761,0.001766058081,0.000140932320257
193,0.00073321712869,0.00548185502382,0.00464204768439,0.0169635985007,0.00177416124277,0.000141007057444
194,0.000734094013332,0.00547030996555,0.00465037625095,0.0170537011726,0.00177835410434,0.000140999230873
195,0.000734623110046,0.00543894737724,0.00464171686907,0.0171226589543,0.00177750651111,0.000140487749996
196,0.000734286124336,0.00539565783236,0.00461429881986,0.0171546318425,0.00177539940397,0.000140080527379
197,0.000733556188237,0.00533740671593,0.00457033944291,0.0171620561272,0.00177171349348,0.000139761327232
198,0.000732850860172,0.00527356462759,0.00451426994312,0.017086460609,0.00176417793208,0.000139108916025
199,0.000731190121656,0.00521464064502,0.00445432188676,0.0169600649365,0.00175623169415,0.000137988566115
200,0.000728641209013,0.00516345394706,0.00439522535766,0.0167871904415,0.00174603544591,0.000137475047519
201,0.000725730517634,0.00512511189973,0.00433693147897,0.0166810899838,0.00173499057386,0.000137385907864
202,0.000722206820923,0.00509631937928,0.00427745000281,0.0165862284532,0.00172192861669,0.0001366388095
203,0.000719562939816,0.00507656981742,0.00422096723317,0.0165839071348,0.00170822497166,0.000135883026452
204,0.000716874909047,0.00506511931054,0.00417617698733,0.0166027609154,0.00169546150774,0.000135191529067
205,0.000714802539581,0.00506145177847,0.00414099577047,0.0166998338256,0.00168578782532,0.000135015292335
206,0.000713290310124,0.0050713189336,0.00411693813878,0.0168058487473,0.00167801022149,0.000134806503206
207,0.000712548641816,0.00507946488007,0.00410079828981,0.0168551251755,0.00166911277999,0.000134249604985
208,0.000713299661495,0.00507972656098,0.0040857838861,0.0168555794293,0.00166111618563,0.000133501789448
209,0.000714569188833,0.00507524122517,0.00407710082004,0.0168441051426,0.00165572157508,0.000132929279898
210,0.000716949221441,0.00507597192271,0.00407241997828,0.0168122516903,0.00165267045335,0.000132547114585
211,0.000720039986342,0.00508134222736,0.0040772647463,0.0168323661338,0.00165025687114,0.000131933401099
212,0.000723326037383,0.00509399253384,0.00408979933348,0.0168825439619,0.00165048184969,0.000131384869834
213,0.000726867794064,0.00511121751034,0.00410428314374,0.0169250382858,0.00165310426146,0.000131300138518
214,0.000731626821893,0.0051296249123,0.00411612653145,0.0169736024573,0.00165562646445,0.000131123299269
215,0.000735906069058,0.00514983389998,0.00412643819992,0.017027549466,0.00165714255535,0.000130814720414
216,0.000740513095304,0.0051773816267,0.00413353255701,0.0170493593451,0.0016604134653,0.000130614066263
217,0.000745813423666,0.0052040685623,0.00413726252431,0.0170516355709,0.00166221625201,0.000130439758681
218,0.000750859587975,0.00523043848098,0.00413565173851,0.0170473294399,0.00166899034532,0.00013050310099
219,0.00075511007291,0.00525238518052,0.00413485956445,0.0170850414389,0.0016754128177,0.00013035629584
220,0.00075943107606,0.00528025595239,0.00413663913673,0.0170899630678,0.00167931053031,0.000130354576403
221,0.000763778397433,0.00531376327491,0.00414018316486,0.0171242965239,0.00168470073965,0.00013054778794
222,0.000768072913439,0.00535312142254,0.00413589734269,0.0171686798354,0.00169219523658,0.000131124092996
223,0.000772101238934,0.00540244325485,0.00413305992176,0.0171812001848,0.00169663879037,0.000131462741075
224,0.000775130822246,0.0054496210379,0.00413426582492,0.0171540964861,0.00170149836293,0.000131939146555
225,0.000777620344604,0.0055041750752,0.00414136684409,0.0171150610435,0.00170594021655,0.000131922264567
226,0.000779732090545,0.00555444163642,0.00415570342337,0.0171144927386,0.00170941925467,0.000132274326987
227,0.000782787385787,0.00560285598853,0.00418062814354,0.0171775660767,0.00171263627266,0.000133190019825
228,0.000786450248228,0.0056445455946,0.00421259067269,0.0172719514566,0.00171414004484,0.000133550309813
229,0.000791109509866,0.0056615546006,0.00424248819741,0.0173314639525,0.00171279106206,0.000134147574953
230,0.000796022625926,0.00565442269996,0.00426557951089,0.0173776779024,0.00171405543407,0.00013548181444
231,0.000801502017311,0.00563184514264,0.00428425983437,0.0174295335453,0.00171146731138,0.000136079080609
232,0.000806784205294,0.00559574351903,0.00429745047301,0.0174653962534,0.00170996445096,0.000136954181231
233,0.000812029780328,0.00555492545083,0.00430749557158,0.0174873867031,0.00170864590434,0.000138233121717
234,0.000816019134657,0.0055221639386,0.00431734199482,0.0174995566797,0.00170310448692,0.00013936231315
235,0.000818473176318,0.00549373043268,0.00432255388744,0.017464722735,0.00169674156091,0.000140736207463
236,0.000819344530248,0.00546674811832,0.00432354196557,0.0174632670339,0.00169497815925,0.000142077436205
237,0.00081970710656,0.00544248744123,0.0043208167575,0.0175288120487,0.00168923794723,0.000143064094516
238,0.000819296922661,0.00542375328133,0.00431726384856,0.017560151395,0.00168909336563,0.000143832724703
239,0.00081808518276,0.00541659835657,0.00431232972593,0.017577717873,0.0016860014917,0.000144562128605
240,0.000817010878763,0.0054205461816,0.00430767940718,0.017613551963,0.00168615651249,0.000145171971823
241,0.00081641794516,0.0054300539777,0.00430186265798,0.0176446854846,0.00168209161423,0.000145170054859
242,0.00081495469427,0.00544516792918,0.00429517860407,0.0176682995111,0.00167804632642,0.000145779319632
243,0.00081280225054,0.00546348346117,0.00428818186518,0.0177048212046,0.00167686753041,0.000147262431527
244,0.000810290296114,0.00548701015883,0.00428242722101,0.0177129270981,0.0016719820102,0.000147853566952
245,0.000807263858333,0.00550870811617,0.00427175234239,0.01766160196,0.00166447736735,0.000148230658866
246,0.000803586569865,0.005531928006,0.00426572346662,0.0176509463982,0.00165627507046,0.000148531989056
247,0.000801471622874,0.00555770038961,0.00426869564708,0.0176647857257,0.00164834754351,0.000148669414506
248,0.000800331244493,0.00558299423999,0.00427843594354,0.0176873259753,0.00164429387513,0.000148127561937
249,0.000802139260378,0.00561484875878,0.00429782575557,0.0176734500226,0.0016406564494,0.00014823142949
250,0.000805578094194,0.00565494504761,0.00432706749902,0.0176556668105,0.00163890179239,0.000148281909473
251,0.00080917041118,0.00571102421618,0.00436733662883,0.0176906517359,0.00163424224818,0.00014754704646
252,0.000812204628806,0.0057637778911,0.00441937253241,0.0177577757058,0.001630613761,0.000147222248135
253,0.000815655512955,0.00581314024465,0.00447304533966,0.0178619272366,0.00163015822497,0.000146492986641
254,0.000818799441901,0.00584996378225,0.00452781026489,0.0179604626909,0.00163500531389,0.000146623064769
255,0.000820811739058,0.00587542634921,0.00458269629718,0.0180708824997,0.00163957721625,0.000147553594317
256,0.000821683425191,0.00588993760327,0.00463802629047,0.0182015773717,0.00164424912982,0.000148016649358
257,0.000822411588471,0.00589395997979,0.00468381755667,0.0183394998567,0.00165272651651,0.000148364991447
258,0.000823095992189,0.00588195012511,0.00472799971838,0.0185334286605,0.00166208256938,0.000149012598755
259,0.000823220141832,0.00585778927962,0.00476179053449,0.0187221873115,0.00167599298391,0.000150378035135
260,0.00082416346148,0.00581758085069,0.00478271751151,0.0188960293353,0.00169238164292,0.000151619470319
261,0.000825439760832,0.00577053081753,0.0047880624074,0.0189918088444,0.00170405314629,0.000152262759604
262,0.000827294508153,0.00570745635158,0.00479272608495,0.0190446395295,0.00171744343639,0.000152762745645
263,0.000831215217117,0.00564252057741,0.00479247671199,0.0190656088958,0.00173201936448,0.000153536831774
264,0.000835594107614,0.00558938559852,0.00479606259222,0.0190549197316,0.00174232189821,0.00015360707822
265,0.000840675809682,0.00554738161043,0.00480778941456,0.0189646030161,0.00175106842863,0.000153794968173
266,0.0008471713922,0.00551974697712,0.0048244397729,0.0188850067757,0.00176232039459,0.000154328301379
267,0.000853734054852,0.00551011587351,0.00485500011796,0.0188709875859,0.00177741567695,0.000155014473666
268,0.000858513674047,0.00551208784965,0.00489178709408,0.0188370367222,0.00178478135831,0.000155056735422
269,0.000861388206232,0.0055287408575,0.00493574903916,0.0188377642574,0.00178743264502,0.000155297826812
270,0.000862640446314,0.00555694546916,0.00498536583912,0.0188504783999,0.00179346437017,0.000155777238135
271,0.000861795377314,0.00559284161042,0.00503558811699,0.0188464722087,0.00179459192142,0.00015608387247
272,0.000859233838465,0.00563371400817,0.00508581370412,0.0187891667347,0.00179104278258,0.000156049258368
273,0.000855042714708,0.00566775984986,0.00513325507485,0.0187093805918,0.0017908263295,0.000156090786661
274,0.000850753440525,0.00569952584211,0.00518073280381,0.0186917286528,0.00178497269508,0.000156283985543
275,0.000846529973905,0.00573576854868,0.00523011073045,0.0186570981094,0.00178214431681,0.000156136899243
276,0.000842828821913,0.00576803822253,0.00527325210856,0.0185721208414,0.0017811149601,0.000156085293003
277,0.000840404943881,0.00579838299083,0.00531560642159,0.0184887361107,0.00177766295288,0.000156002123259
278,0.000839327043254,0.00582932190545,0.00536255131978,0.0184348910075,0.00178085432601,0.000155894850004
279,0.000840017016,0.00586917778869,0.00541067012671,0.0184103947819,0.00178720684533,0.000155127305758
